gene,symbol,ecocyc_id,start,end,strand
b2477,bamC,EG10658,2597831,2598865,-
b2478,dapA,EG10205,2598882,2599760,-
b2479,gcvR,EG11149,2599906,2600478,+
b2480,bcp,EG10108,2600478,2600948,+
b2481,hyfA,EG11150,2601201,2601818,+
b2482,hyfB,EG11282,2601818,2603836,+
b2483,hyfC,G7300,2603847,2604794,+
b2484,hyfD,G7301,2604811,2606250,+
b2485,hyfE,G7302,2606262,2606912,+
b2486,hyfF,G7303,2606917,2608497,+
b2487,hyfG,G7304,2608487,2610154,+
b2488,hyfH,G7305,2610164,2610709,+
b2489,hyfI,G7306,2610706,2611464,+
b2490,hyfJ,G7307,2611457,2611870,+
b2491,hyfR,G7308,2611900,2613912,+
b2492,focB,G7309,2613934,2614782,+
b2493,yfgO,G7310,2614820,2615881,-
b2494,bepA,G7311,2616094,2617557,+
b2495,yfgD,G7312,2617578,2617937,+
b2496,hda,G7313,2618075,2618776,-
b2497,uraA,EG12129,2618871,2620160,-
b2498,upp,EG11332,2620246,2620872,-
b2499,purM,EG10798,2621197,2622234,+
b2500,purN,EG10799,2622234,2622872,+
b2501,ppk,EG11510,2623044,2625110,+
b2502,ppx,EG11403,2625115,2626656,+
b2503,pdeF,G7314,2626695,2628938,-
b2504,yfgG,G7315,2629290,2629481,+
b2505,yfgH,G7316,2629792,2630310,+
b2506,yfgI,G7317,2630326,2630865,+
b2507,guaA,EG10420,2630958,2632535,-
b2508,guaB,EG10421,2632604,2634070,-
b2509,xseA,EG11072,2634232,2635602,+
b2510,yfgJ,G7318,2635599,2635814,-
b2511,der,G7319,2635884,2637356,-
b2512,bamB,G7320,2637474,2638652,-
b2513,yfgM,G7321,2638663,2639283,-
b2514,hisS,EG10453,2639301,2640575,-
b4761,sroE,G0-9385,2640595,2640686,-
b2515,ispG,EG10370,2640686,2641804,-
b2516,rodZ,EG10015,2641831,2642844,-
b2517,rlmN,EG12401,2643129,2644283,-
b2518,ndk,EG10650,2644433,2644864,-
b2519,pbpC,G7322,2645013,2647325,-
b2520,yfhM,G7323,2647326,2652287,-
b2521,sseA,EG11600,2652494,2653339,+
b4440,ryfA,G0-8879,2653855,2654158,+
b2522,sseB,EG11601,2654157,2654933,-
b2523,pepB,EG12310,2655075,2656358,-
b2524,iscX,EG12311,2656536,2656736,-
b2525,fdx,EG11328,2656748,2657083,-
b2526,hscA,EG12130,2657085,2658935,-
b2527,hscB,EG12131,2658952,2659467,-
b2528,iscA,EG12132,2659563,2659886,-
b2529,iscU,G7324,2659903,2660289,-
b2530,iscS,G7325,2660317,2661531,-
b2531,iscR,G7326,2661643,2662131,-
b2532,trmJ,G7327,2662583,2663323,-
b2533,suhB,EG10983,2663442,2664245,+
b2534,yfhR,G7328,2664390,2665244,+
b2535,csiE,G7329,2665435,2666715,+
b2536,hcaT,G7330,2666707,2667846,-
b2537,hcaR,G7331,2668006,2668896,-
b4706,iroK,G0-10716,2668006,2668071,-
b2538,hcaE,M009,2669032,2670393,+
b2539,hcaF,M015,2670390,2670908,+
b2540,hcaC,G7334,2670908,2671228,+
b2541,hcaB,G7335,2671225,2672037,+
b2542,hcaD,G7336,2672047,2673249,+
b2543,yphA,G7337,2673346,2673768,+
b2544,yphB,G7338,2673816,2674688,-
b2545,yphC,G7339,2674700,2675761,-
b2546,yphD,G7340,2675827,2676825,-
b2547,yphE,G7341,2676850,2678361,-
b2548,yphF,G7342,2678384,2679367,-
b2549,yphG,G7343,2679464,2682745,-
b2550,yphH,G7344,2682863,2684056,+
b2551,glyA,EG10408,2684254,2685507,-
b2552,hmp,EG10456,2685835,2687025,+
b2553,glnB,EG10384,2687070,2687408,-
b2554,glrR,EG11285,2687469,2688803,-
b2555,qseG,EG12139,2688793,2689506,-
b2556,glrK,G7345,2689671,2691098,-
b4441,glmY,G0-8910,2691157,2691340,-
b2557,purL,EG10797,2691656,2695543,-
b2558,mltF,EG11373,2695801,2697357,+
b2559,tadA,EG11372,2697354,2697857,-
b2560,pgpC,EG11371,2697915,2698550,-
b2561,yfhH,EG12308,2698759,2699607,+
b2562,yfhL,G7346,2699663,2699923,+
b4687,shoB,G0-10634,2700117,2700197,-
b4608,ohsC,G0-10598,2700520,2700598,+
b2563,acpS,EG10247,2700618,2700998,-
b2564,pdxJ,EG10693,2700998,2701729,-
b2565,recO,EG10832,2701741,2702469,-
b2566,era,EG10270,2702481,2703386,-
b2567,rnc,EG10857,2703383,2704063,-
b2568,lepB,EG10530,2704335,2705309,-
b2569,lepA,EG10529,2705325,2707124,-
b2570,rseC,G7347,2707322,2707801,-
b2571,rseB,G7348,2707798,2708754,-
b2572,rseA,EG12341,2708754,2709404,-
b2573,rpoE,EG11897,2709437,2710012,-
b4725,rseD,G0-16690,2710009,2710164,-
b2574,nadB,EG10631,2710420,2712042,+
b2575,yfiC,EG11538,2712027,2712764,-
b2576,srmB,EG10975,2712896,2714230,+
b2577,yfiE,EG11785,2714439,2715320,-
b2578,eamB,EG12445,2715423,2716010,+
b2579,grcA,EG11784,2716066,2716449,-
b2580,ung,EG11058,2716754,2717443,+
b2581,yfiF,EG11786,2717491,2718528,-
b2582,trxC,EG11887,2718735,2719154,+
b2583,tapT,G7349,2719223,2719921,+
b2584,patZ,G7350,2719953,2722613,+
b4782,pssL,G0-17028,2722702,2722743,+
b2585,pssA,EG10781,2722727,2724082,+
b2586,yfiM,EG12857,2724128,2724451,+
b2587,kgtP,EG10522,2724448,2725746,-
b4783,yfiS,G0-17029,2725925,2725987,+
b2588,rrfG,EG30075,2726069,2726188,-
b2589,rrlG,EG30082,2726281,2729184,-
b2590,gltW,EG30035,2729369,2729444,-
b2591,rrsG,EG30089,2729616,2731157,-
b2592,clpB,EG10157,2731600,2734173,-
b4609,ryfD,G0-10600,2734153,2734295,-
b2593,pgeF,EG12097,2734303,2735034,-
b2594,rluD,EG12098,2735031,2736011,-
b2595,bamD,G7352,2736146,2736883,+
b2597,raiA,EG11151,2737154,2737495,+
b2598,pheL,EG11271,2737599,2737646,+
b2599,pheA,EG10707,2737745,2738905,+
b2600,tyrA,EG11039,2738948,2740069,-
b2601,aroF,EG10078,2740080,2741150,-
b2602,yfiL,EG12446,2741360,2741725,+
b2603,yfiR,G7354,2741875,2742393,+
b2604,dgcN,EG12880,2742383,2743609,+
b2605,yfiB,EG11152,2743625,2744107,+
b2606,rplS,EG10880,2744183,2744530,-
b2607,trmD,EG11023,2744572,2745339,-
b2608,rimM,EG11153,2745370,2745918,-
b2609,rpsP,EG10915,2745937,2746185,-
b2610,ffh,EG10300,2746434,2747795,-
b2611,ypjD,G7355,2747962,2748753,+
b4461,yfjD,EG12442,2748774,2750060,+
b2614,grpE,EG10416,2750115,2750708,-
b2615,nadK,EG12192,2750831,2751709,+
b2616,recN,EG10831,2751795,2753456,+
b2617,bamE,EG10952,2753605,2753946,+
b2618,yfjF,G7357,2754008,2754298,-
b2619,ratA,G7358,2754288,2754764,-
b2620,smpB,EG11782,2754896,2755378,+
b2621,ssrA,EG30100,2755593,2755955,+
b2622,intA,EG11783,2756159,2757400,+
b2623,yfjH,G7359,2757644,2758600,-
b2624,alpA,EG12112,2758644,2758856,+
b2625,yfjI,G7360,2758985,2760394,+
b2626,yfjJ,G7361,2760547,2761173,+
b2627,abpB,G7362,2761351,2763540,-
b2628,abpA,G7363,2763537,2765153,-
b2629,yfjM,G7364,2765513,2765776,-
b2630,rnlA,G7365,2765918,2766991,+
b2631,rnlB,G7366,2766984,2767355,+
b2632,yfjP,G7367,2767710,2768573,+
b2633,yfjQ,G7368,2768665,2769486,+
b2634,yfjR,G7369,2769703,2770404,+
b2635,ypjK,G7370,2770445,2770681,+
b2636,yfjS,G7371,2770681,2771124,+
b2637,yfjT,G7372,2771148,2771615,+
b2638,yfjU,G7373,2771840,2772154,-
b2642,yfjW,G7377,2773318,2775021,+
b2643,lfgA,G7378,2775919,2776377,+
b2644,lfgB,G7379,2776386,2776868,+
b4548,ypjJ,G0-10464,2776877,2777077,+
b2645,yfjZ,G7380,2777115,2777432,+
b2646,ypjF,G7381,2777453,2777782,+
b2647,ypjA,G7382,2778146,2782726,-
b2649,ypjB,G7384,2783638,2784429,-
b2650,ypjC,G7385,2784529,2785011,-
b2652,ileY,G7387,2785762,2785837,-
b2659,glaH,G7394,2788985,2789962,+
b2660,lhgD,EG12387,2789982,2791250,+
b2661,gabD,EG11329,2791273,2792721,+
b2662,gabT,EG10361,2792735,2794015,+
b2663,gabP,EG11330,2794253,2795653,+
b2664,glaR,EG12386,2795674,2796336,+
b2665,kbp,G7395,2796337,2796786,-
b2666,yqaE,G7396,2796870,2797028,-
b2667,ygaV,G7397,2797211,2797510,+
b2668,ygaP,G7398,2797520,2798044,+
b2669,stpA,EG11554,2798091,2798495,-
b2670,alaE,G7399,2799164,2799613,+
b2671,ygaC,EG12201,2799650,2799994,-
b2672,ygaM,G7400,2800146,2800475,+
b2673,nrdH,G7401,2800723,2800968,+
b2674,nrdI,G7402,2800965,2801375,+
b2675,nrdE,EG20257,2801348,2803492,+
b2676,nrdF,EG12381,2803502,2804461,+
b2677,proV,EG10771,2804815,2806017,+
b2678,proW,EG10772,2806010,2807074,+
b2679,proX,EG10773,2807132,2808124,+
b2682,ygaZ,G7405,2809617,2810354,+
b2683,ygaH,G7406,2810344,2810679,+
b2684,mprA,EG10603,2810770,2811300,+
b2685,emrA,EG11354,2811427,2812599,+
b2686,emrB,EG11439,2812616,2814154,+
b2687,luxS,EG12712,2814218,2814733,-
b4442,micA,G0-8866,2814802,2814874,+
b2688,gshA,EG10418,2814883,2816439,-
b2689,yqaA,G7407,2816512,2816940,-
b2690,yqaB,G7408,2816937,2817503,-
b2691,argQ,EG30013,2817784,2817860,-
b2692,argZ,EG30019,2818059,2818135,-
b2693,argY,EG30018,2818198,2818274,-
b2694,argV,EG30015,2818473,2818549,-
b2695,serV,EG30095,2818553,2818645,-
b2696,csrA,EG11447,2818961,2819146,-
b2697,alaS,EG10034,2819381,2822011,-
b2698,recX,EG12080,2822139,2822639,-
b2699,recA,EG10823,2822708,2823769,-
b2700,pncC,G7409,2823849,2824346,-
b2701,mltB,G7410,2824491,2825576,-
b2702,srlA,G8210,2825832,2826395,+
b2703,srlE,EG10969,2826392,2827351,+
b2704,srlB,EG10970,2827362,2827733,+
b2705,srlD,EG10971,2827737,2828516,+
b2706,gutM,EG10972,2828621,2828980,+
b2707,srlR,EG10974,2829047,2829820,+
b2708,gutQ,EG10973,2829813,2830778,+
b2709,norR,EG12108,2830775,2832289,-
b2710,norV,G7413,2832476,2833915,+
b2711,norW,EG12450,2833912,2835045,+
b2712,hypF,EG11551,2835173,2837425,-
b2713,hydN,EG11552,2837578,2838105,-
b2714,ascG,EG10087,2838254,2839264,-
b2715,ascF,EG10086,2839524,2840981,+
b2716,ascB,EG10085,2840990,2842414,+
b2717,hycI,G7414,2842573,2843043,-
b2718,hycH,EG10481,2843036,2843446,-
b2719,hycG,EG10480,2843443,2844210,-
b2720,hycF,EG10479,2844210,2844752,-
b2721,hycE,EG10478,2844762,2846471,-
b2722,hycD,EG10477,2846489,2847412,-
b2723,hycC,EG10476,2847415,2849241,-
b2724,hycB,EG10475,2849238,2849849,-
b2725,hycA,EG10474,2849974,2850435,-
b2726,hypA,EG10483,2850647,2850997,+
b2727,hypB,EG10484,2851001,2851873,+
b2728,hypC,EG10485,2851864,2852136,+
b2729,hypD,EG10486,2852136,2853257,+
b2730,hypE,EG10487,2853254,2854264,+
b2731,fhlA,EG10301,2854338,2856416,+
b2732,ygbA,EG11287,2856453,2856806,-
b2733,mutS,EG10625,2857093,2859654,+
b2734,pphB,G7415,2859760,2860416,+
b2735,ygbI,G7416,2860467,2861234,-
b2736,ygbJ,G7417,2861430,2862338,+
b2737,ygbK,G7418,2862335,2863501,+
b2738,ygbL,G7419,2863593,2864231,+
b2739,ygbM,G7420,2864236,2865012,+
b2740,ygbN,G7421,2865101,2866465,+
b2741,rpoS,EG10510,2866559,2867551,-
b2742,nlpD,EG12111,2867614,2868753,-
b2743,pcm,EG10689,2868893,2869519,-
b2744,umpG,EG11817,2869513,2870274,-
b2745,truD,G7422,2870255,2871304,-
b2746,ispF,EG11816,2871301,2871780,-
b2747,ispD,G7423,2871780,2872490,-
b2748,ftsB,G7424,2872509,2872820,-
b2749,ygbE,EG12707,2873014,2873337,-
b2750,cysC,EG10185,2873387,2873992,-
b2751,cysN,EG10194,2873992,2875419,-
b2752,cysD,EG10186,2875421,2876329,-
b2753,iap,EG10488,2876581,2877618,+
b2754,cas2,EG12845,2878569,2878853,-
b2755,cas1,G7425,2878855,2879772,-
b2756,casE,G7426,2879788,2880387,-
b2757,casD,G7427,2880374,2881048,-
b2758,casC,G7428,2881051,2882142,-
b2759,casB,G7429,2882155,2882637,-
b2760,casA,G7430,2882630,2884138,-
b2761,cas3,EG12634,2884553,2887219,-
b4701,sokX,G0-10695,2887353,2887411,+
b2762,cysH,EG10189,2887578,2888312,-
b2763,cysI,EG10190,2888387,2890099,-
b2764,cysJ,EG10191,2890099,2891898,-
b2765,queD,G7431,2892214,2892579,+
b2766,ygcN,G7432,2892657,2893928,+
b2767,ygcO,G7433,2893919,2894179,+
b2768,ygcP,G7434,2894196,2894771,+
b2769,ygcQ,G7435,2894919,2895779,-
b2770,ygcR,G7436,2895776,2896555,-
b2771,ygcS,G7437,2896533,2897870,-
b4463,ygcU,G7439,2897964,2899418,-
b2774,ygcW,G7440,2899488,2900273,-
b2775,yqcE,EG13174,2900592,2901869,+
b2776,ygcE,G7442,2901896,2903374,+
b2777,queE,G7443,2904747,2905418,-
b4682,yqcG,G0-10655,2905557,2905697,+
b2778,ygcG,G7444,2905711,2906583,+
b2779,eno,EG10258,2906643,2907941,-
b2780,pyrG,EG10810,2908029,2909666,-
b2781,mazG,EG10572,2909894,2910685,-
b2782,mazF,EG11249,2910756,2911091,-
b2783,mazE,EG10571,2911091,2911339,-
b2784,relA,EG10835,2911417,2913651,-
b2785,rlmD,EG11247,2913699,2915000,-
b2786,barA,EG11367,2915057,2917813,+
b2787,gudD,G7445,2918045,2919385,-
b2788,gudX,G7446,2919406,2920746,-
b2789,gudP,G7447,2920748,2922100,-
b2790,yqcA,G7448,2922535,2922984,-
b2791,truC,G7449,2923002,2923784,-
b2792,yqcC,G7450,2923784,2924113,-
b4408,csrB,G0-8785,2924156,2924524,-
b2793,syd,G7451,2924735,2925280,-
b2794,queF,G7452,2925348,2926196,+
b2795,ppnN,EG12373,2926308,2927672,+
b2796,sdaC,EG12142,2928229,2929518,+
b2797,sdaB,EG11623,2929576,2930943,+
b2798,ygdG,EG12372,2931055,2931810,+
b2799,fucO,EG10351,2931865,2933013,-
b2800,fucA,EG10348,2933041,2933688,-
b2801,fucP,EG10352,2934235,2935551,+
b2802,fucI,EG10349,2935584,2937359,+
b2803,fucK,EG10350,2937468,2938886,+
b2804,fucU,EG10355,2938888,2939310,+
b2805,fucR,EG10353,2939368,2940099,+
b2806,rlmM,EG11794,2940143,2941243,-
b2807,ygdD,EG11793,2941236,2941631,-
b2808,gcvA,EG11795,2941650,2942567,-
b4443,gcvB,G0-8867,2942696,2942901,+
b2809,ygdI,G7453,2942918,2943145,-
b2810,csdA,G7454,2943337,2944542,+
b2811,csdE,G7455,2944542,2944985,+
b2812,tcdA,G7456,2945036,2945842,-
b2813,mltA,G7457,2946081,2947178,-
b2814,metZ,EG30062,2947387,2947463,+
b2815,metW,EG31117,2947497,2947573,+
b2816,metV,EG30060,2947607,2947683,+
b2817,amiC,G7458,2947757,2949010,-
b2818,argA,EG10063,2949242,2950573,+
b2819,recD,EG10826,2950635,2952461,-
b2820,recB,EG10824,2952461,2956003,-
b2821,ptrA,EG10786,2955996,2958884,-
b2822,recC,EG10825,2959060,2962428,-
b2823,ppdC,EG11154,2962441,2962764,-
b2824,ygdB,EG11155,2962749,2963156,-
b2825,ppdB,EG11156,2963153,2963716,-
b2826,ppdA,EG12081,2963707,2964177,-
b2827,thyA,EG11002,2964361,2965155,-
b2828,lgt,EG12128,2965162,2966037,-
b2829,ptsP,EG12188,2966188,2968434,-
b2830,rppH,G7459,2968447,2968977,-
b4610,ygdT,G0-10601,2969330,2969476,-
b2831,mutH,EG10624,2969662,2970351,+
b2832,ygdQ,G7460,2970420,2971133,+
b2833,ygdR,G7461,2971271,2971489,+
b2834,tas,G7462,2971597,2972637,+
b2835,lplT,EG12455,2972669,2973862,-
b2836,aas,EG11679,2973855,2976014,-
b4444,omrA,G0-8868,2976102,2976189,-
b4445,omrB,G0-8882,2976304,2976385,-
b2837,galR,EG10364,2976599,2977630,+
b2838,lysA,EG10549,2977637,2978899,-
b2839,lysR,EG10551,2979021,2979956,+
b2840,ygeA,EG11157,2979943,2980635,-
b2841,araE,EG10056,2980764,2982182,-
b2842,kduD,EG12361,2982497,2983258,-
b2843,kduI,G7463,2983288,2984124,-
b2844,yqeF,G7464,2984411,2985592,-
b2845,yqeG,G7465,2985847,2987076,+
b2846,yqeH,G7466,2987536,2988168,+
b2847,yqeI,G7467,2988502,2989311,+
b2848,yqeJ,G7468,2989304,2989786,+
b4683,yqeL,G0-10650,2989819,2989899,-
b2849,yqeK,G7469,2989935,2990360,-
b2851,ygeG,G7471,2991268,2991759,+
b2852,ygeH,G7472,2992094,2993470,+
b2853,ygeI,G7473,2993638,2993856,+
b2860,insD4,G7480,2996372,2997277,-
b2861,insC4,G7481,2997235,2997600,-
b2863,ygeQ,G7483,2998034,2998828,-
b2864,glyU,EG30037,2998984,2999057,-
b2865,actS,G7484,2999136,2999891,-
b2866,xdhA,G7485,3000345,3002603,+
b2867,xdhB,G7486,3002614,3003492,+
b2868,xdhC,G7487,3003489,3003968,+
b2869,ygeV,G7488,3004008,3005786,-
b2870,ygeW,G7489,3006262,3007452,+
b2871,ygeX,G7490,3007510,3008706,+
b2872,ygeY,G7491,3008764,3009975,+
b2873,hyuA,G7492,3010028,3011413,+
b2874,yqeA,G7493,3011461,3012393,+
b2875,yqeB,G7494,3012614,3014239,-
b2876,yqeC,G7495,3014287,3015057,-
b2877,mocA,G7496,3015160,3015738,+
b2878,ygfK,G7497,3016060,3019158,+
b2879,ssnA,G7498,3019161,3020489,+
b2880,ygfM,G7499,3020540,3021319,+
b2881,xdhD,G7500,3021316,3024186,+
b2882,xanQ,G7501,3024351,3025751,+
b2883,guaD,G7502,3025766,3027085,+
b4464,ghxQ,G7503,3027121,3028488,+
b2886,ygfS,G7505,3028524,3029012,-
b2887,ygfT,G7506,3029012,3030931,-
b2888,uacT,G7507,3031367,3032815,+
b4684,yqfG,G0-10656,3032817,3032942,+
b4753,yqfH,G0-16747,3032939,3033010,-
b2889,idi,G7508,3033065,3033613,+
b2890,lysS,EG10552,3033657,3035174,-
b2891,prfB,EG10762,3035184,3036282,-
b2892,recJ,EG10830,3036373,3038106,-
b2893,dsbC,EG11070,3038112,3038822,-
b2894,xerD,EG11071,3038847,3039743,-
b2895,fldB,EG12697,3039855,3040376,+
b2896,ygfX,G7509,3040416,3040823,-
b2897,sdhE,G7510,3040804,3041070,-
b2898,ygfZ,G7511,3041313,3042293,+
b2899,trhA,G7512,3042489,3043148,-
b2900,yqfB,G7513,3043312,3043623,-
b2901,bglA,G495,3043662,3045101,+
b2902,ygfF,G7514,3045158,3045901,-
b2903,gcvP,EG11810,3046168,3049041,-
b2904,gcvH,EG10371,3049160,3049549,-
b2905,gcvT,EG11442,3049573,3050667,-
b4754,yqfI,G0-16748,3050958,3051041,+
b2906,ubiI,EG11333,3051115,3052317,-
b2907,ubiH,EG11324,3052340,3053518,-
b2908,pepP,EG10697,3053515,3054840,-
b2909,ygfB,EG11323,3054866,3055444,-
b2910,zapA,EG12878,3055612,3055941,+
b2911,ssrS,EG30099,3055983,3056165,+
b2912,fau,EG11158,3056241,3056789,+
b4446,sibC,G0-8886,3056851,3056991,+
b4665,ibsC,G0-10631,3056890,3056949,-
b2913,serA,EG10944,3057178,3058410,-
b2914,rpiA,EG11443,3058666,3059325,-
b2916,argP,EG10490,3059753,3060646,+
b2917,scpA,EG11444,3060850,3062994,+
b2918,argK,EG11445,3062987,3063982,+
b2919,scpB,G7516,3063993,3064778,+
b2920,scpC,G7517,3064802,3066280,+
b2921,srsR,G7518,3066277,3067173,-
b2922,yggE,EG11244,3067340,3068080,-
b2923,argO,EG11159,3068173,3068808,-
b2924,mscS,EG11160,3068947,3069807,-
b2925,fbaA,EG10282,3070165,3071244,-
b2926,pgk,EG10703,3071459,3072622,-
b2927,epd,EG10368,3072672,3073691,-
b2928,yggC,EG11161,3073976,3074689,-
b2929,fumE,EG11162,3074686,3075195,-
b2930,yggF,EG11245,3075217,3076182,-
b4465,yggP,G7520,3076179,3077456,-
b2933,cmtA,EG11792,3077471,3078859,-
b2934,cmtB,EG11791,3078887,3079330,-
b2935,tktA,EG11427,3079644,3081635,-
b2936,loiP,EG11291,3081913,3082671,+
b2937,speB,EG10960,3082877,3083797,-
b2938,speA,EG10959,3083935,3085911,-
b2939,yqgB,G7521,3085920,3086051,-
b4784,yqgG,G0-17030,3086145,3086288,-
b2940,yqgC,G7522,3086187,3086402,+
b2941,yqgD,G7523,3086399,3086650,-
b2942,metK,EG10589,3086706,3087860,+
b2943,galP,EG12148,3088284,3089678,+
b2944,yggI,EG12122,3089755,3090252,+
b2945,endA,EG11336,3090347,3091054,+
b2946,rsmE,EG12366,3091134,3091865,+
b2947,gshB,EG10419,3091878,3092828,+
b2948,yqgE,G7524,3092937,3093500,+
b2949,yqgF,G7525,3093500,3093916,+
b2950,yggR,G7526,3094100,3095080,-
b2951,yggS,G7527,3095098,3095802,+
b2952,yggT,G7528,3095820,3096386,+
b2953,yggU,G7529,3096383,3096673,+
b2954,rdgB,G7530,3096681,3097274,+
b2955,hemW,G7531,3097267,3098403,+
b2956,yggM,EG12704,3098558,3099565,-
b2957,ansB,EG10046,3099682,3100728,-
b2958,yggN,EG12705,3100904,3101623,-
b2959,yggL,EG12443,3101807,3102133,-
b2960,trmB,EG11779,3102133,3102852,-
b2961,mutY,EG10627,3103013,3104065,+
b2962,yggX,G7532,3104093,3104368,+
b2963,mltC,G7533,3104433,3105512,+
b2964,nupG,EG10664,3105714,3106970,+
b2965,speC,EG10961,3107020,3109155,-
b4785,yqgH,G0-17031,3109317,3109400,-
b2966,yqgA,G7534,3109553,3110260,+
b2967,pheV,EG30065,3110366,3110441,+
b2968,yghD,G7535,3110590,3111126,-
b2969,yghE,G7536,3111128,3111988,-
b4786,yqhJ,G0-17032,3111266,3111325,+
b2970,yghF,G7537,3112054,3113049,-
b2971,yghG,G7538,3113067,3113477,-
b2972,pppA,G7539,3113543,3114352,-
b4466,yghJ,G7541,3114550,3119112,-
b2975,glcA,G7542,3119597,3121279,-
b2976,glcB,EG20080,3121634,3123805,-
b2977,glcG,G7543,3123827,3124231,-
b4467,glcF,G0-8601,3124236,3125459,-
b4468,glcE,G7544,3125470,3126522,-
b2979,glcD,G7545,3126522,3128021,-
b2980,glcC,G7546,3128272,3129036,+
b2981,yghO,G7547,3129043,3130215,-
b2982,insH9,G7548,3130214,3131194,+
b2983,yghQ,G7549,3131341,3132408,-
b2984,yghR,G7550,3132454,3133212,-
b2985,yghS,G7551,3133244,3133957,-
b2986,yghT,G7552,3134131,3134823,+
b2987,pitB,EG12883,3134872,3136371,-
b2988,gss,EG12882,3136663,3138522,-
b2989,yghU,G7553,3138727,3139593,+
b2990,hybG,EG11805,3139716,3139964,-
b2991,hybF,EG11804,3139977,3140318,-
b2992,hybE,EG11803,3140311,3140799,-
b2993,hybD,EG11802,3140792,3141286,-
b2994,hybC,EG11801,3141286,3142989,-
b2995,hybB,EG11800,3142986,3144164,-
b2996,hybA,EG11799,3144154,3145140,-
b2997,hybO,G7554,3145143,3146261,-
b2998,yghW,G7555,3146450,3146737,-
b4755,yqhI,G0-16749,3147597,3147740,-
b3001,gpr,G7558,3147897,3148937,+
b3002,yqhA,G7559,3148977,3149471,-
b3003,yghA,EG11292,3149662,3150546,+
b3005,exbD,EG10272,3150818,3151243,-
b3006,exbB,EG10271,3151250,3151984,-
b3008,metC,EG10583,3152236,3153423,+
b3009,yghB,EG11824,3153563,3154222,+
b3010,yqhC,G7563,3154262,3155218,-
b3011,yqhD,G7564,3155355,3156518,+
b3012,dkgA,G7565,3156623,3157450,+
b3013,yqhG,G7566,3157650,3158576,+
b3014,yqhH,G7567,3158627,3158884,+
b4469,ygiQ,G7568,3158927,3161146,-
b3017,ftsP,EG11376,3161257,3162669,-
b3018,plsC,EG11377,3162744,3163481,-
b3019,parC,EG10686,3163715,3165973,-
b3020,ygiS,G7570,3166111,3167718,-
b3021,mqsA,G7571,3167851,3168246,-
b3022,mqsR,G7572,3168248,3168544,-
b3023,ygiV,G7573,3168749,3169231,-
b3024,ygiW,G7574,3169284,3169676,-
b3025,qseB,G7575,3169828,3170487,+
b3026,qseC,EG12658,3170484,3171833,+
b3027,ygiZ,G7577,3171879,3172211,-
b3028,mdaB,EG12656,3172530,3173111,+
b3029,ygiN,EG12657,3173142,3173456,+
b3030,parE,EG10687,3173504,3175396,-
b3031,yqiA,G7578,3175425,3176006,-
b3032,cpdA,G7579,3176006,3176833,-
b3033,yqiB,G7580,3176858,3177280,-
b3034,nudF,EG12633,3177281,3177910,-
b3035,tolC,EG11009,3178115,3179596,+
b3037,ygiB,EG11164,3179744,3180415,+
b3038,ygiC,EG11165,3180421,3181581,+
b3039,ygiD,EG11166,3181619,3182434,-
b3040,zupT,EG11167,3182550,3183323,+
b4756,yqiD,G0-16750,3183381,3183551,-
b3041,ribB,EG10465,3183813,3184466,-
b3042,ubiK,G7582,3184840,3185130,+
b3043,ygiL,EG12363,3185414,3185965,+
b3044,insC5,G7583,3186187,3186552,+
b3045,insD5,G7584,3186510,3187415,+
b3047,yqiH,G7586,3189881,3190630,+
b3048,yqiI,G7587,3190632,3191696,+
b3049,glgS,EG11381,3191739,3191939,-
b3050,yqiJ,G7588,3192208,3192837,+
b3051,yqiK,G7589,3192864,3194525,+
b4447,sibD,G0-8913,3194721,3194865,-
b4664,ibsD,G0-10630,3194766,3194825,+
b4611,sibE,G0-10602,3195097,3195240,-
b4666,ibsE,G0-10629,3195141,3195200,+
b3052,hldE,G7590,3195320,3196753,-
b3053,glnE,EG11602,3196801,3199641,-
b3054,ygiF,EG11603,3199664,3200965,-
b3055,ygiM,EG12434,3201207,3201827,+
b3056,cca,EG10136,3201891,3203129,+
b3057,bacA,EG11665,3203310,3204131,-
b3058,folB,EG11673,3204221,3204589,-
b3059,plsY,EG11674,3204694,3205311,+
b3060,ttdR,EG12694,3205324,3206256,-
b3061,ttdA,EG11168,3206463,3207374,+
b3062,ttdB,EG11169,3207371,3207976,+
b3063,ttdT,EG12393,3208024,3209487,+
b3064,tsaD,EG11171,3209530,3210543,-
b3065,rpsU,EG10920,3210781,3210996,+
b3066,dnaG,EG10239,3211107,3212852,+
b3067,rpoD,EG10896,3213047,3214888,+
b3068,mug,EG12717,3214967,3215473,-
b3069,ileX,EG30046,3215598,3215673,+
b3070,nfeF,G7593,3215727,3216491,-
b3071,nfeR,G7594,3216779,3217402,+
b3072,aer,G7595,3217556,3219076,-
b3073,patA,G7596,3219494,3220873,+
b3074,ygjH,G7597,3220915,3221247,-
b3075,ebgR,EG10254,3221466,3222449,+
b3076,ebgA,EG10252,3222633,3225725,+
b3077,ebgC,EG10253,3225722,3226171,+
b3078,ygjI,EG12720,3226234,3227667,+
b3079,ygjJ,G7598,3227801,3228871,+
b3080,ygjK,G7599,3228888,3231239,+
b3081,fadH,G36,3231665,3233683,+
b3082,higA,G7601,3233728,3234144,-
b3083,higB,G7602,3234141,3234455,-
b3084,rlmG,G7603,3234739,3235875,-
